,Month,Year,Location,AQI,Date
572,Sep,2023,"Jeedimetla, Industrial Association building",78,2023-09-01
1725,Oct,2023,"Shameerpet, MRO office",73,2023-10-01
861,Oct,2023,"Langar House, Police Station",85,2023-10-01
477,Oct,2023,"Charminar, TSRTC bus station",83,2023-10-01
1341,Oct,2023,"Nacharam, Police station",75,2023-10-01
669,Oct,2023,"Abids, Police station",75,2023-10-01
1533,Oct,2023,"Sainikpuri, MRO office",55,2023-10-01
1149,Oct,2023,"Chikkadapally, Lepakshi Emporium",74,2023-10-01
93,Oct,2023,"Balanagar, CITD office",87,2023-10-01
1629,Oct,2023,"Buddha Purnima Project office, Tank Bund",57,2023-10-01
573,Oct,2023,"Jeedimetla, Industrial Association building",89,2023-10-01
381,Oct,2023,"Paradise, HMWS &SB Pump house",86,2023-10-01
189,Oct,2023,"Uppal, Modern food Industry, IDA",77,2023-10-01
1245,Oct,2023,"Kukatpally, JNTU",90,2023-10-01
765,Oct,2023,"KBRN Park, DFO office",82,2023-10-01
1437,Oct,2023,"Rajendranagar, NG Ranga Agricultural University",67,2023-10-01
285,Oct,2023,"Jubilee Hills, Police station",74,2023-10-01
957,Oct,2023,"Madhapur, Shilpa Kalavedika",81,2023-10-01
1053,Oct,2023,"MGBS, Bus stand",90,2023-10-01
1246,Nov,2023,"Kukatpally, JNTU",88,2023-11-01
382,Nov,2023,"Paradise, HMWS &SB Pump house",89,2023-11-01
190,Nov,2023,"Uppal, Modern food Industry, IDA",86,2023-11-01
1438,Nov,2023,"Rajendranagar, NG Ranga Agricultural University",80,2023-11-01
1150,Nov,2023,"Chikkadapally, Lepakshi Emporium",88,2023-11-01
286,Nov,2023,"Jubilee Hills, Police station",88,2023-11-01
1054,Nov,2023,"MGBS, Bus stand",83,2023-11-01
1630,Nov,2023,"Buddha Purnima Project office, Tank Bund",92,2023-11-01
958,Nov,2023,"Madhapur, Shilpa Kalavedika",95,2023-11-01
1726,Nov,2023,"Shameerpet, MRO office",73,2023-11-01
862,Nov,2023,"Langar House, Police Station",92,2023-11-01
478,Nov,2023,"Charminar, TSRTC bus station",100,2023-11-01
574,Nov,2023,"Jeedimetla, Industrial Association building",97,2023-11-01
1534,Nov,2023,"Sainikpuri, MRO office",84,2023-11-01
766,Nov,2023,"KBRN Park, DFO office",79,2023-11-01
670,Nov,2023,"Abids, Police station",89,2023-11-01
94,Nov,2023,"Balanagar, CITD office",93,2023-11-01
1342,Nov,2023,"Nacharam, Police station",89,2023-11-01
863,Dec,2023,"Langar House, Police Station",78,2023-12-01
1535,Dec,2023,"Sainikpuri, MRO office",68,2023-12-01
95,Dec,2023,"Balanagar, CITD office",88,2023-12-01
191,Dec,2023,"Uppal, Modern food Industry, IDA",69,2023-12-01
287,Dec,2023,"Jubilee Hills, Police station",82,2023-12-01
383,Dec,2023,"Paradise, HMWS &SB Pump house",85,2023-12-01
479,Dec,2023,"Charminar, TSRTC bus station",87,2023-12-01
575,Dec,2023,"Jeedimetla, Industrial Association building",84,2023-12-01
1631,Dec,2023,"Buddha Purnima Project office, Tank Bund",76,2023-12-01
671,Dec,2023,"Abids, Police station",76,2023-12-01
959,Dec,2023,"Madhapur, Shilpa Kalavedika",92,2023-12-01
1055,Dec,2023,"MGBS, Bus stand",75,2023-12-01
1151,Dec,2023,"Chikkadapally, Lepakshi Emporium",79,2023-12-01
1247,Dec,2023,"Kukatpally, JNTU",80,2023-12-01
1343,Dec,2023,"Nacharam, Police station",78,2023-12-01
1439,Dec,2023,"Rajendranagar, NG Ranga Agricultural University",63,2023-12-01
767,Dec,2023,"KBRN Park, DFO office",73,2023-12-01
1727,Dec,2023,"Shameerpet, MRO office",74,2023-12-01
